scenario,description,seed,delivered_packages,pending_packages,average_delivery_time,average_waiting_time,total_cost,total_income,gross_profit,moto_distance,furgoneta_distance,moto_trips,furgoneta_trips
A1,Alta demanda con flota de motos,,177,19,1.4775108004280442,0.9069163127662965,2871172.98959154,8160000.0,5288827.01040846,3891.1094456608485,0.0,177,0
A1,Alta demanda con flota de motos,,179,42,1.3222224525759139,0.7474008912117224,2957999.8797941916,8120000.0,5162000.120205808,4073.2395616649824,0.0,179,0
A1,Alta demanda con flota de motos,,177,10,0.7704980821565495,0.24007510417975514,2749347.267306121,7560000.0,4810652.732693879,3635.5649607628616,0.0,177,0
A1,Alta demanda con flota de motos,,176,35,1.632670064476202,1.062267357639617,2877084.601614526,8030000.0,5152915.398385474,3903.509781328803,0.0,176,0
A1,Alta demanda con flota de motos,,178,40,2.0572234227437205,1.4981253222964424,2871827.3369216365,8440000.0,5568172.663078364,3892.482019927406,0.0,178,0
A1,Alta demanda con flota de motos,,184,22,0.945255247266549,0.3984374353706017,2929093.068594185,7920000.0,4990906.931405814,4012.6039582836033,0.0,184,0
A1,Alta demanda con flota de motos,,177,33,1.517893518021005,0.9655500129604295,2828298.8846856463,7960000.0,5131701.115314353,3801.1757202693425,0.0,177,0
A1,Alta demanda con flota de motos,,173,27,1.0651728767178006,0.5123958975665203,2797829.9120782693,8340000.0,5542170.087921731,3737.2632905766886,0.0,173,0
A1,Alta demanda con flota de motos,,170,34,1.0172406170788968,0.45762737351994554,2786574.9423936275,8000000.0,5213425.057606373,3713.6546028821012,0.0,170,0
A1,Alta demanda con flota de motos,,166,44,1.8657860158419404,1.2514893464431731,2864676.819538926,7430000.0,4565323.180461074,3877.482927395551,0.0,166,0
A1,Alta demanda con flota de motos,,170,26,0.8402031418236882,0.30586590372995953,2720482.961899143,7800000.0,5079517.038100857,3575.0185185272553,0.0,170,0
A1,Alta demanda con flota de motos,,191,20,1.3382929507384886,0.8134312570269008,2938433.0575132347,8630000.0,5691566.942486765,4032.19573752772,0.0,191,0
A1,Alta demanda con flota de motos,,178,2,1.2548642988524186,0.6909086564128764,2900742.4389221403,7590000.0,4689257.561077859,3953.1350142858532,0.0,178,0
A1,Alta demanda con flota de motos,,179,51,1.8221911068503327,1.2401099130659616,2955858.7650834247,8920000.0,5964141.234916575,4068.7483093612273,0.0,179,0
A1,Alta demanda con flota de motos,,169,36,1.9928852770712753,1.4015929573629113,2858060.256805066,7970000.0,5111939.743194934,3863.6038706257655,0.0,169,0
A1,Alta demanda con flota de motos,,178,13,0.7843806798508723,0.24600510279614932,2783787.530895248,8190000.0,5406212.469104752,3707.807663318031,0.0,178,0
A1,Alta demanda con flota de motos,,180,51,1.820416237712028,1.2553309002090538,2914419.9143197816,8250000.0,5335580.085680218,3981.8252066329705,0.0,180,0
A1,Alta demanda con flota de motos,,178,52,2.2959006271974167,1.7282535901836973,2905486.3441305505,7740000.0,4834513.6558694495,3963.085940823752,0.0,178,0
A1,Alta demanda con flota de motos,,184,53,1.6935915885127077,1.134015504937221,2969780.923923959,8320000.0,5350219.076076041,4097.9517554219665,0.0,184,0
A1,Alta demanda con flota de motos,,183,39,1.2854959364785368,0.7366650704975307,2918181.4956319057,8140000.0,5221818.504368095,3989.7155875868143,0.0,183,0
A1,Alta demanda con flota de motos,,182,21,0.9591708215061069,0.4229890909314061,2828878.823075235,7860000.0,5031121.176924765,3802.392212601663,0.0,182,0
A1,Alta demanda con flota de motos,,185,11,0.8784089923037177,0.336974553063915,2871906.9287856272,8700000.0,5828093.071214372,3892.648973683183,0.0,185,0
A1,Alta demanda con flota de motos,,184,13,1.2289715065265217,0.692832067420483,2873834.224624795,8020000.0,5146165.775375205,3896.691714520067,0.0,184,0
A1,Alta demanda con flota de motos,,183,14,0.943781362098065,0.4005029326049811,2856608.285895604,8040000.0,5183391.714104395,3860.558182480569,0.0,183,0
A1,Alta demanda con flota de motos,,176,40,1.6026291375491069,1.0365902866189065,2881745.2396572535,7930000.0,5048254.760342747,3913.2860447121216,0.0,176,0
A1,Alta demanda con flota de motos,,189,31,1.065653455263313,0.5586268571421994,2824412.6466704975,8170000.0,5345587.353329502,3793.023856499177,0.0,189,0
A1,Alta demanda con flota de motos,,187,42,1.5314273034619557,1.006537293609204,2875280.5681323353,8810000.0,5934719.431867665,3899.7255984953567,0.0,187,0
A1,Alta demanda con flota de motos,,178,14,1.0950417095481688,0.5445015644239568,2883447.319501108,7940000.0,5056552.680498892,3916.8563672088235,0.0,178,0
A1,Alta demanda con flota de motos,,168,21,0.8199585335090186,0.24642972270581964,2803939.861702827,8140000.0,5336060.138297173,3750.0796638373567,0.0,168,0
A1,Alta demanda con flota de motos,,176,41,1.4385230423645934,0.8708371630572629,2879442.3078587665,7730000.0,4850557.692141233,3908.455361099828,0.0,176,0
A1,Alta demanda con flota de motos,,185,19,1.0165324900831574,0.5074501425720298,2827405.821179939,8500000.0,5672594.178820061,3799.3024093686017,0.0,185,0
A1,Alta demanda con flota de motos,,186,17,1.3166918183659677,0.7615498251587355,2958168.231492301,8180000.0,5221831.768507699,4073.592700125138,0.0,186,0
A1,Alta demanda con flota de motos,,188,23,1.4155990295948742,0.8870491611082728,2872289.7585406303,8540000.0,5667710.24145937,3893.4520063326963,0.0,188,0
A1,Alta demanda con flota de motos,,169,30,1.1807389780829474,0.6124859596073676,2832656.1134774555,7070000.0,4237343.886522545,3810.315545310355,0.0,169,0
A1,Alta demanda con flota de motos,,164,19,1.2442240774246562,0.6915656355527364,2755618.575192165,7420000.0,4664381.424807835,3648.719802887418,0.0,164,0
A1,Alta demanda con flota de motos,,170,17,0.9065736517268214,0.317313196003703,2849987.267816648,6900000.0,4050012.732183352,3846.6697800746865,0.0,170,0
A1,Alta demanda con flota de motos,,184,23,1.2693350243499266,0.7432981718974062,2825547.403445351,8170000.0,5344452.596554649,3795.404148855132,0.0,184,0
A1,Alta demanda con flota de motos,,173,36,1.4233076065675319,0.8465737947107556,2886005.8231780212,7890000.0,5003994.176821979,3922.223144371814,0.0,173,0
A1,Alta demanda con flota de motos,,190,13,1.1130044088110507,0.5913471124082543,2908260.8792377766,8450000.0,5541739.120762223,3968.9058705685206,0.0,190,0
A1,Alta demanda con flota de motos,,169,14,0.864547256616039,0.2993415129545764,2783150.079649903,7370000.0,4586849.920350097,3706.4705306740893,0.0,169,0
A1,Alta demanda con flota de motos,,178,71,1.928700522709801,1.3615414153038048,2928040.2456494276,8340000.0,5411959.754350573,4010.395532246308,0.0,178,0
A1,Alta demanda con flota de motos,,181,35,1.8026154166773634,1.2464386643109657,2900728.03705503,8130000.0,5229271.96294497,3953.104804592508,0.0,181,0
A1,Alta demanda con flota de motos,,178,41,1.6956614607652227,1.1470299055600133,2929181.917238666,8490000.0,5560818.082761334,4012.7903292786746,0.0,178,0
A1,Alta demanda con flota de motos,,168,14,1.1569749770555677,0.5846834666269383,2807229.694043153,7190000.0,4382770.305956847,3756.9804931124672,0.0,168,0
A1,Alta demanda con flota de motos,,186,17,1.2240705703144226,0.685011251627054,2907316.7412455557,8530000.0,5622683.258754444,3966.9254246301043,0.0,186,0
A1,Alta demanda con flota de motos,,172,22,1.3607683461879916,0.8059617736351733,2788870.4698089045,7510000.0,4721129.530191096,3718.4697548869594,0.0,172,0
A1,Alta demanda con flota de motos,,167,23,1.0664925667180847,0.5080682957078653,2804837.716632126,7310000.0,4505162.283367874,3751.963025340302,0.0,167,0
A1,Alta demanda con flota de motos,,176,34,1.733520950972038,1.1617031922649954,2872292.8702019905,7680000.0,4807707.12979801,3893.4585334263575,0.0,176,0
A1,Alta demanda con flota de motos,,182,36,1.1618568433736494,0.6328103821424937,2837257.7713850318,8060000.0,5222742.228614968,3819.968090582481,0.0,182,0
A1,Alta demanda con flota de motos,,172,20,1.1843993332419513,0.6025911346176852,2904333.6531666317,8160000.0,5255666.346833369,3960.668029293289,0.0,172,0
A1,Alta demanda con flota de motos,,182,17,0.89239090366279,0.3579974409776266,2815606.148219822,8310000.0,5494393.851780178,3774.5511393413026,0.0,182,0
A1,Alta demanda con flota de motos,,176,37,1.3907934323294926,0.8285161761520707,2855733.027708444,8480000.0,5624266.972291556,3858.72222043253,0.0,176,0
A1,Alta demanda con flota de motos,,177,35,1.6429847719184303,1.086724721668711,2853925.978426383,8010000.0,5156074.021573617,3854.9317115867257,0.0,177,0
A1,Alta demanda con flota de motos,,183,22,0.9435856206304241,0.3969572723451564,2910405.8446274986,8440000.0,5529594.155372501,3973.4052001465348,0.0,183,0
A1,Alta demanda con flota de motos,,174,52,1.901874661353539,1.3297772981027194,2882476.5921355025,7420000.0,4537523.407864498,3914.820146778798,0.0,174,0
A1,Alta demanda con flota de motos,,183,33,1.6423487461301207,1.0978837733610882,2872038.586757301,8140000.0,5267961.4132427,3892.9251425244015,0.0,183,0
A1,Alta demanda con flota de motos,,167,35,1.602134395156048,1.0018867363671449,2834217.311478986,7710000.0,4875782.6885210145,3813.590350759006,0.0,167,0
A1,Alta demanda con flota de motos,,171,27,1.7811779089719826,1.1853804636562428,2893453.8627774525,7480000.0,4586546.137222547,3937.8463264653114,0.0,171,0
A1,Alta demanda con flota de motos,,173,33,1.4237400801471893,0.8627667940306939,2832784.5759016,7940000.0,5107215.4240984,3810.5850110963343,0.0,173,0
A1,Alta demanda con flota de motos,,182,21,1.2213887131474204,0.6876907233222708,2786323.7525011036,7910000.0,5123676.247498896,3713.1277010875347,0.0,182,0
A1,Alta demanda con flota de motos,,170,43,1.6720984172498825,1.081462873357646,2881636.762680701,8000000.0,5118363.237319299,3913.058500868533,0.0,170,0
A1,Alta demanda con flota de motos,,180,21,0.8742563256795167,0.346580363917122,2758995.3355998565,8150000.0,5391004.664400144,3655.802974510126,0.0,180,0
A1,Alta demanda con flota de motos,,184,5,1.1090541490869257,0.5697346537705661,2948204.217736079,8070000.0,5121795.782263922,4052.691951784945,0.0,184,0
A1,Alta demanda con flota de motos,,187,31,1.7763461206381461,1.2310260064344924,2926159.436953436,8210000.0,5283840.563046563,4006.4503039284155,0.0,187,0
A1,Alta demanda con flota de motos,,180,33,1.5060331900673936,0.9885081687614016,2802120.446768634,7950000.0,5147879.553231366,3746.2632165103705,0.0,180,0
A1,Alta demanda con flota de motos,,182,42,1.8410739731496912,1.2825575706173926,2873477.35130728,7710000.0,4836522.64869272,3895.9431287010193,0.0,182,0
A1,Alta demanda con flota de motos,,179,41,1.7765670282359498,1.2104813521662783,2953094.630374496,7920000.0,4966905.369625504,4062.9501957352204,0.0,179,0
A1,Alta demanda con flota de motos,,179,20,0.8442001783517887,0.2980540764129422,2819196.333795413,7870000.0,5050803.666204587,3782.0819965887767,0.0,179,0
A1,Alta demanda con flota de motos,,183,23,1.0282224273606329,0.48070052755515674,2947833.2630375233,8240000.0,5292166.736962477,4051.913828531618,0.0,183,0
A1,Alta demanda con flota de motos,,180,37,1.9504651713470704,1.389486435534121,2847521.040418159,8150000.0,5302478.959581841,3841.4965637919067,0.0,180,0
A1,Alta demanda con flota de motos,,185,26,1.2525106542441997,0.7153263152919069,2943072.3598946827,8250000.0,5306927.640105317,4041.9272467288383,0.0,185,0
A1,Alta demanda con flota de motos,,181,32,1.5239343078998466,0.9724887694636902,2954429.223426319,7830000.0,4875570.77657368,4065.7496693404532,0.0,181,0
A1,Alta demanda con flota de motos,,184,9,0.9924870033250367,0.446708206901364,2917446.9061125033,8320000.0,5402553.093887497,3988.174695426888,0.0,184,0
A1,Alta demanda con flota de motos,,177,25,0.9894761876024983,0.4256546829816196,2893703.367837149,8060000.0,5166296.63216285,3938.369694115127,0.0,177,0
A1,Alta demanda con flota de motos,,182,30,1.207983830748527,0.668328411331293,2878082.995091153,8060000.0,5181917.004908847,3905.604034840497,0.0,182,0
A1,Alta demanda con flota de motos,,180,32,1.3023084745915094,0.7582726068571564,2888982.603293146,8400000.0,5511017.396706854,3928.467307976217,0.0,180,0
A1,Alta demanda con flota de motos,,192,29,1.3556023393768069,0.8422305733511601,2895993.110818668,8360000.0,5464006.889181333,3943.1727125564244,0.0,192,0
A1,Alta demanda con flota de motos,,177,34,1.0545384034039604,0.5282913487862368,2758576.818501278,8160000.0,5401423.181498722,3654.9250832539033,0.0,177,0
A1,Alta demanda con flota de motos,,181,38,1.2310441868216724,0.6806878876210831,2915724.0948497485,8080000.0,5164275.905150251,3984.560886220935,0.0,181,0
A1,Alta demanda con flota de motos,,178,24,0.8166660174441727,0.27046698442794076,2825823.3604692137,7590000.0,4764176.639530786,3795.9830027637604,0.0,178,0
A1,Alta demanda con flota de motos,,189,28,1.0775625823468793,0.5870701011710157,2733480.0323783816,9020000.0,6286519.967621619,3602.2814776010314,0.0,189,0
A1,Alta demanda con flota de motos,,166,25,1.0514418610264773,0.4449369063647644,2840377.13496395,7430000.0,4589622.86503605,3826.511340595949,0.0,166,0
A1,Alta demanda con flota de motos,,179,27,1.2895324573100106,0.7431419430035,2869185.0117146866,8120000.0,5250814.988285313,3886.939416762201,0.0,179,0
A1,Alta demanda con flota de motos,,178,39,1.8460075683454316,1.2878237239648147,2891784.8502069935,8490000.0,5598215.1497930065,3934.3453666548126,0.0,178,0
A1,Alta demanda con flota de motos,,190,25,1.3044366420402627,0.7847015004231533,2851635.256938883,8550000.0,5698364.743061117,3850.1266406083923,0.0,190,0
A1,Alta demanda con flota de motos,,186,27,1.273642634534022,0.7246369323125388,2977137.1375334286,8630000.0,5652862.862466572,4113.382321170856,0.0,186,0
A1,Alta demanda con flota de motos,,184,12,0.9421440999473055,0.42270018821785826,2838304.9200189444,8420000.0,5581695.079981055,3822.1646140526086,0.0,184,0
A1,Alta demanda con flota de motos,,174,50,1.9919259144830925,1.400889626970164,2933569.5755276144,7720000.0,4786430.424472386,4021.993983944726,0.0,174,0
A1,Alta demanda con flota de motos,,173,17,1.4079608677526207,0.8236057582811549,2890594.225859436,7940000.0,5049405.774140564,3931.84788517147,0.0,173,0
A1,Alta demanda con flota de motos,,172,0,0.8008645972557635,0.2656567629646891,2782262.389368671,8060000.0,5277737.610631329,3704.6084907747068,0.0,172,0
A1,Alta demanda con flota de motos,,180,26,1.1458702542047101,0.5947722105971361,2896774.0834064763,8400000.0,5503225.916593524,3944.810898925664,0.0,180,0
A1,Alta demanda con flota de motos,,180,28,1.0724993687944826,0.515045620208039,2939173.31021116,7750000.0,4810826.68978884,4033.748508903391,0.0,180,0
A1,Alta demanda con flota de motos,,179,27,1.075443793716456,0.5102120949856797,2911935.627866537,8370000.0,5458064.372133464,3976.6141092544904,0.0,179,0
A1,Alta demanda con flota de motos,,185,38,1.6885296846787616,1.1373390957827518,2906036.3280138834,8150000.0,5243963.671986116,3964.239599883037,0.0,185,0
A1,Alta demanda con flota de motos,,171,34,1.5574242232676396,0.9812742982037531,2839350.8427570057,8330000.0,5490649.157242995,3824.3585660549206,0.0,171,0
A1,Alta demanda con flota de motos,,181,15,0.978525528269075,0.43506779887643615,2853775.0537941703,8280000.0,5426224.94620583,3854.6151285476594,0.0,181,0
A1,Alta demanda con flota de motos,,172,27,1.2461336040019602,0.6813111854845684,2835445.3768711714,7860000.0,5024554.623128829,3816.166369453418,0.0,172,0
A1,Alta demanda con flota de motos,,182,9,0.8349363375931208,0.3107897791711339,2840485.3962925905,7760000.0,4919514.603707409,3826.738432091429,0.0,182,0
A1,Alta demanda con flota de motos,,176,53,1.7015045535634052,1.1202828488778067,2856714.893864802,8080000.0,5223285.106135198,3860.781805850605,0.0,176,0
A1,Alta demanda con flota de motos,,176,36,1.6361474814558086,1.107832773606146,2785894.733100864,8530000.0,5744105.266899136,3712.22777995767,0.0,176,0
A1,Alta demanda con flota de motos,,173,37,1.0084676387966298,0.4549151021582035,2862538.5342007075,8140000.0,5277461.465799293,3872.997610049848,0.0,173,0
A1,Alta demanda con flota de motos,,182,39,1.795036021350569,1.2482231987880936,2898811.890996676,7760000.0,4861188.109003324,3949.0854517966823,0.0,182,0
A1,Alta demanda con flota de motos,,166,44,1.8572711847227703,1.247485264236519,2856357.1168361646,7530000.0,4673642.883163836,3860.031324385963,0.0,166,0
A1,Alta demanda con flota de motos,,176,30,1.0172589492192587,0.4757201276791449,2803820.8269014163,7680000.0,4876179.173098584,3749.8299736533722,0.0,176,0
A1,Alta demanda con flota de motos,,171,15,0.8295863734319796,0.2790319269885834,2761729.428429163,8180000.0,5418270.571570837,3661.5380715866822,0.0,171,0
A1,Alta demanda con flota de motos,,189,34,1.51891078081317,0.9786008024714093,2964353.039424934,8920000.0,5955646.9605750665,4086.566097923956,0.0,189,0
A1,Alta demanda con flota de motos,,183,10,1.052472470235504,0.5231379627765047,2868361.6784987715,8490000.0,5621638.321501229,3885.212373748513,0.0,183,0
A1,Alta demanda con flota de motos,,183,18,1.074771791713867,0.5310856374289109,2870043.823488898,7990000.0,5119956.176511101,3888.740880429705,0.0,183,0
A1,Alta demanda con flota de motos,,177,31,1.4685150381891132,0.9027620668896965,2893314.1081914813,7610000.0,4716685.891808519,3937.5531739765443,0.0,177,0
A1,Alta demanda con flota de motos,,186,17,0.8648811232750954,0.3294814080519755,2907976.7557216673,8880000.0,5972023.244278332,3968.309886434714,0.0,186,0
A1,Alta demanda con flota de motos,,175,14,1.7133802827014324,1.1420179098947196,2875529.9004213274,8700000.0,5824470.099578673,3900.248603737304,0.0,175,0
A1,Alta demanda con flota de motos,,170,26,1.1447148763465513,0.5673312594985139,2813227.1063563656,7850000.0,5036772.893643634,3769.560805476312,0.0,170,0
A1,Alta demanda con flota de motos,,185,18,1.407182824961077,0.8588183388988384,2911539.4721410833,8550000.0,5638460.527858917,3975.783123737625,0.0,185,0
A1,Alta demanda con flota de motos,,179,5,0.9359151292720791,0.38364386980887755,2920053.736837685,7970000.0,5049946.263162315,3993.6428445368265,0.0,179,0
A1,Alta demanda con flota de motos,,178,57,1.6039373511762438,1.0424947768046988,2890475.1616138704,7640000.0,4749524.83838613,3931.5981332247334,0.0,178,0
A1,Alta demanda con flota de motos,,179,38,1.3679775946389783,0.8241952484405394,2835242.630707275,8220000.0,5384757.369292725,3815.741084357248,0.0,179,0
A1,Alta demanda con flota de motos,,184,33,1.0525808569148865,0.5066841839722523,2820788.1698831962,8470000.0,5649211.830116804,3785.421069203854,0.0,184,0
A1,Alta demanda con flota de motos,,175,36,1.5876014485712686,1.018620321580726,2862614.370385861,8100000.0,5237385.629614139,3873.156685805841,0.0,175,0
A1,Alta demanda con flota de motos,,183,31,1.4642485718736438,0.9058167270469274,2901423.3330092565,8090000.0,5188576.666990744,3954.563273650935,0.0,183,0
A1,Alta demanda con flota de motos,,180,62,2.0891784662086574,1.5452628454995354,2826515.7718000305,8650000.0,5823484.22819997,3797.4354209686585,0.0,180,0
A1,Alta demanda con flota de motos,,175,22,1.201978101827399,0.62727780743106,2936881.6199491853,7500000.0,4563118.380050815,4028.941405801066,0.0,175,0
A1,Alta demanda con flota de motos,,168,50,1.6903040178800208,1.1217257375752627,2827432.974120604,7890000.0,5062567.025879396,3799.3593660121237,0.0,168,0
A1,Alta demanda con flota de motos,,175,21,0.9501509352782581,0.42792982942841135,2724324.371174352,7850000.0,5125675.628825648,3583.0763484838526,0.0,175,0
A1,Alta demanda con flota de motos,,178,36,1.917637724891522,1.3595455992513037,2831125.238854349,8240000.0,5408874.761145651,3807.1043468896505,0.0,178,0
A1,Alta demanda con flota de motos,,186,20,1.4479706288475773,0.9236220813562549,2858617.783811437,8230000.0,5371382.216188563,3864.773352316389,0.0,186,0
A1,Alta demanda con flota de motos,,177,52,1.3771839910066155,0.8239905340841981,2832974.2600746863,7910000.0,5077025.739925314,3810.982897055028,0.0,177,0
A1,Alta demanda con flota de motos,,175,25,1.2136473013710984,0.657124801791865,2807210.614989746,8300000.0,5492789.385010254,3756.940472443742,0.0,175,0
A1,Alta demanda con flota de motos,,177,3,0.9352300125194457,0.38563065445508743,2900769.8441707115,8310000.0,5409230.155829288,3953.1925001763416,0.0,177,0
A1,Alta demanda con flota de motos,,172,33,1.6279431573888883,1.0503078115346998,2888088.095361473,8110000.0,5221911.904638527,3926.590967213788,0.0,172,0
A1,Alta demanda con flota de motos,,179,30,1.1216085102120905,0.5537894779240812,2881724.6394101186,8120000.0,5238275.360589881,3913.2428331518345,0.0,179,0
A1,Alta demanda con flota de motos,,167,28,0.8443647196687252,0.2723404739803684,2746885.4378990093,7860000.0,5113114.562100991,3630.4009698096775,0.0,167,0
A1,Alta demanda con flota de motos,,172,33,1.419039911296261,0.8292856860989809,2853829.2995572505,7660000.0,4806170.70044275,3854.728915729258,0.0,172,0
A1,Alta demanda con flota de motos,,172,28,1.200031136327253,0.5990169424924136,2919185.03594234,7360000.0,4440814.96405766,3991.8206372175005,0.0,172,0
A1,Alta demanda con flota de motos,,179,3,0.7102775851315849,0.1621579223621792,2857893.9245314426,8520000.0,5662106.075468557,3863.254968157658,0.0,179,0
A1,Alta demanda con flota de motos,,171,48,1.583642123863661,0.9824596950459419,2924261.728683003,8130000.0,5205738.271316997,4002.4696266678397,0.0,171,0
A1,Alta demanda con flota de motos,,179,18,1.1955388870614814,0.6472546581948443,2805687.3556218534,8270000.0,5464312.644378146,3753.7452479604954,0.0,179,0
A1,Alta demanda con flota de motos,,174,5,0.884882569320273,0.35683082526629284,2768932.444801923,7870000.0,5101067.555198077,3676.6472872281506,0.0,174,0
A1,Alta demanda con flota de motos,,171,6,0.6683508819335505,0.13718207289224327,2678403.131695294,8080000.0,5401596.868304706,3486.7508823309795,0.0,171,0
A1,Alta demanda con flota de motos,,173,47,1.7714386182675526,1.1934981594603855,2890030.2664164705,7790000.0,4899969.7335835295,3930.664910651369,0.0,173,0
A1,Alta demanda con flota de motos,,182,8,1.1170029114730715,0.5800998390975712,2868921.000245318,8010000.0,5141078.999754682,3886.3856201281087,0.0,182,0
A1,Alta demanda con flota de motos,,189,24,1.7238466977046418,1.1922714893842044,2919216.2090636133,8920000.0,6000783.790936386,3991.8860266859056,0.0,189,0
A1,Alta demanda con flota de motos,,182,20,1.2344268726279213,0.7068303155467298,2835658.2673539314,8160000.0,5324341.732646069,3816.612933510136,0.0,182,0
A1,Alta demanda con flota de motos,,179,38,1.6731250731368608,1.1224486433772907,2923685.4262129595,8070000.0,5146314.573787041,4001.260761125404,0.0,179,0
A1,Alta demanda con flota de motos,,171,20,0.9257508620415819,0.3837171324501415,2713186.9077294767,7630000.0,4916813.092270523,3559.714144626588,0.0,171,0
A1,Alta demanda con flota de motos,,177,35,1.0179950111127931,0.4782676137701629,2800664.8037844175,7310000.0,4509335.196215583,3743.2098257352623,0.0,177,0
A1,Alta demanda con flota de motos,,186,41,1.0630159066503033,0.516843013343387,2911507.1276514377,9130000.0,6218492.872348562,3975.715277179522,0.0,186,0
A1,Alta demanda con flota de motos,,181,26,1.05925117293203,0.49826996878174423,2864624.419569704,8230000.0,5365375.580430295,3877.373011994341,0.0,181,0
A1,Alta demanda con flota de motos,,186,12,0.9268203552507482,0.3930800610135236,2872889.052609542,8330000.0,5457110.947390458,3894.7090995907433,0.0,186,0
A1,Alta demanda con flota de motos,,173,15,1.3821627007746469,0.7870963667168026,2898466.462278118,7840000.0,4941533.537721882,3948.3608724361247,0.0,173,0
A1,Alta demanda con flota de motos,,181,60,1.8129622165044816,1.2867431392256248,2746610.0972481314,8130000.0,5383389.902751869,3629.823408819429,0.0,181,0
A1,Alta demanda con flota de motos,,181,13,0.8572719727888212,0.32684194341405537,2802673.332053071,7830000.0,5027326.667946929,3747.4229616164844,0.0,181,0
A1,Alta demanda con flota de motos,,180,29,1.210156652550494,0.6529981546348016,2872797.837802332,8000000.0,5127202.162197668,3894.517765277388,0.0,180,0
A1,Alta demanda con flota de motos,,180,27,1.0943858607495502,0.56733460125094,2847253.9103907263,8100000.0,5252746.089609274,3840.9362255974693,0.0,180,0
A1,Alta demanda con flota de motos,,177,16,1.0683878293289222,0.5152070442951906,2850254.972350949,7610000.0,4759745.027649051,3847.2313233681675,0.0,177,0
A1,Alta demanda con flota de motos,,164,16,0.7501865319090554,0.19127806503349934,2724805.9508895827,7370000.0,4645194.049110417,3584.086521359972,0.0,164,0
A1,Alta demanda con flota de motos,,176,22,1.2241632093705284,0.663628033263577,2915368.420068103,7680000.0,4764631.579931897,3983.814814478761,0.0,176,0
A1,Alta demanda con flota de motos,,187,39,1.4198849896844499,0.9013908120769509,2822180.8948380435,8660000.0,5837819.1051619565,3788.3424816487277,0.0,187,0
A1,Alta demanda con flota de motos,,178,22,0.974610982854701,0.45061920860123583,2789982.4880402065,7740000.0,4950017.511959793,3720.802350342044,0.0,178,0
A1,Alta demanda con flota de motos,,177,8,0.7209363901238107,0.17935270567960873,2827902.711175388,8260000.0,5432097.288824612,3800.3446974466506,0.0,177,0
A1,Alta demanda con flota de motos,,192,51,1.442878149701339,0.9172243536005252,2934268.0625389526,7960000.0,5025731.937461047,4023.4591466392044,0.0,192,0
A1,Alta demanda con flota de motos,,167,18,0.7825303018075644,0.23909224055846137,2720739.9615768814,7060000.0,4339260.038423119,3575.5576070631982,0.0,167,0
A1,Alta demanda con flota de motos,,183,17,0.9695521830621506,0.4334260003143927,2853565.939844796,8590000.0,5736434.060155204,3854.176486235716,0.0,183,0
A1,Alta demanda con flota de motos,,177,29,1.354085433204953,0.7767453632059831,2964621.684751968,8010000.0,5045378.315248032,4087.1296146462882,0.0,177,0
A1,Alta demanda con flota de motos,,173,52,1.7207413633106992,1.1325307160164808,2906260.767437635,7740000.0,4833739.232562365,3964.7103892685404,0.0,173,0
A1,Alta demanda con flota de motos,,181,19,0.9236015922477812,0.37452105174622397,2879442.855102858,8280000.0,5400557.144897142,3908.4565090118394,0.0,181,0
A1,Alta demanda con flota de motos,,182,32,1.5673453446629102,0.9986412211260701,2939519.127134659,8710000.0,5770480.872865342,4034.473902571719,0.0,182,0
A1,Alta demanda con flota de motos,,174,52,1.5742943072806461,1.0101844745042594,2882324.1801614673,7620000.0,4737675.819838533,3914.500443856735,0.0,174,0
A1,Alta demanda con flota de motos,,175,61,2.291239655052209,1.72527410291694,2873304.6589873293,7750000.0,4876695.341012671,3895.580885250946,0.0,175,0
A1,Alta demanda con flota de motos,,171,12,0.9809258257982335,0.40880807090342375,2890802.285567235,7630000.0,4739197.714432765,3932.284316081622,0.0,171,0
A1,Alta demanda con flota de motos,,185,28,1.06380977156352,0.5394840088593833,2842976.9985158592,8400000.0,5557023.001484141,3831.964875200249,0.0,185,0
A1,Alta demanda con flota de motos,,169,32,1.0847311369441313,0.5115412426398535,2813716.8052000115,7570000.0,4756283.1947999885,3770.588009226119,0.0,169,0
A1,Alta demanda con flota de motos,,176,12,1.1070552129103646,0.5726800590829632,2811729.8753302777,7780000.0,4968270.124669722,3766.420178651721,0.0,176,0
A2,Baja demanda con flota de motos,,88,0,0.517962621964703,0.033116622457355076,1887778.586886612,3890000.0,2002221.413113388,1828.3183423006049,0.0,88,0
A2,Baja demanda con flota de motos,,95,0,0.6215373304225845,0.05605608410481533,2026777.44082289,3950000.0,1923222.55917711,2119.8855898752863,0.0,95,0
A2,Baja demanda con flota de motos,,87,1,0.59868664151416,0.0333547525886201,1937952.4231507448,4410000.0,2472047.5768492552,1933.5641549495547,0.0,87,0
A2,Baja demanda con flota de motos,,76,1,0.6276073493875308,0.03204101560637351,1846638.1624617123,3480000.0,1633361.8375382877,1742.0212256414907,0.0,76,0
A2,Baja demanda con flota de motos,,86,0,0.5918299174072067,0.04183102395848316,1895882.951189429,3630000.0,1734117.048810571,1845.3182464451281,0.0,86,0
A2,Baja demanda con flota de motos,,89,0,0.5687482778792704,0.0430658830056819,1909016.919115455,4220000.0,2310983.080884545,1872.8683648056785,0.0,89,0
A2,Baja demanda con flota de motos,,83,0,0.6403681270669155,0.03420217800094796,1920434.3361850816,3790000.0,1869565.6638149184,1896.817805935095,0.0,83,0
